ID,QUESTION_TEXT,HINT,QUESTION_TYPE,CATEGORY,DIFFICULTY,LANGUAGE,ANSWER_OPTION_A,ANSWER_OPTION_B,ANSWER_OPTION_C,ANSWER_OPTION_D,ANSWER_CORRECT,HAS_ORDERED_ANSWERS,ANSWER_EXPLANATION,ANSWER_AUDIO,ANSWER_VIDEO,ANSWER_ACCESSIBLE_URL,ANSWER_ACCESSIBLE_URL_TEXT,ANSWER_SCIENTIFIC_URL,ANSWER_SCIENTIFIC_URL_TEXT,ANSWER_READING_RECOMMENDATION,ANSWER_IMAGE_URL,ANSWER_IMAGE_EXPLANATION,ANSWER_EXTRA_INFO,AUTHOR,VALIDATOR,VALIDATION_STATUS,ADDED,CREATED,UPDATED,TAGS_LIST
907,A quelle altitude volent les jets privés ?Copy of à venir,,QCM,2,2,Français,10500 m,15500 m,20500 m,25500 m,b,False,"Les jets privés peuvent voler plus haut, jusqu'à 51.000 pieds,
soit 15.500 mètres.",,,https://www.futura-sciences.com/tech/questions-reponses/technologie-altitude-volent-avions-8900/,À quelle altitude volent les avions ?,,,,,,,Restons les pieds sur terre,,Écartée,2021-01-31,2021-01-18 00:00:00,2021-01-18 00:00:00,[218]
908,Ponctualité en France : Train vs Avion le gagnant est ?,Tchou tchou,QCM,2,2,Français,Le Train,L'avion,,,a,False,"En 2019, 22,6 % des moyen-courriers ont atterri ou décollé avec plus de 15 mn de retard en France,
avec un retard moyen de 44 mn,
contre 14,6 % pour les liaisons ferroviaires internationales de la SNCF,
avec un retard moyen de 32 mn",,,https://www.lefigaro.fr/voyages/conseils/train-ou-avion-quel-transport-choisir-pour-ses-voyages-en-europe-20201118,Train ou avion : quel transport choisir pour ses voyages en Europe ?,,,,,,,Restons les pieds sur terre,,Écartée,2021-01-17,2021-01-18 00:00:00,2021-01-18 00:00:00,[218]
909,Ponctualité en Europe : Train vs Avion le gagnant est : ... ?,,QCM,2,2,Français,L'avion,Le train,,,b,False,"Les vols intra-européens d'Air France affichaient en 2019 un taux de ponctualité de 79,92 %,
contre 78,66 % sur sa filiale Transavia ou 73,08 % chez easyJet, selon OAG,
Côté rail, en moyenne 91 % des trains sont arrivés à l'heure en 2017",,,https://www.lefigaro.fr/voyages/conseils/train-ou-avion-quel-transport-choisir-pour-ses-voyages-en-europe-20201118,Train ou avion : quel transport choisir pour ses voyages en Europe ?,,,,,,,Restons les pieds sur terre,,Écartée,2021-01-17,2021-01-19 00:00:00,2021-01-19 00:00:00,[218]
910,"Jouons le match Paris-Marseille...pas en football, mais en GES, avion contre train ! Bien sûr, c'est l'avion le plus émetteur. Mais combien de fois plus ?",,QCM,2,3,Français,8 fois plus,30 fois plus ,53 fois plus,75 fois plus,d,True,"Le calcul peut être fait sur le site de la DGAC donné ci-dessous. (Le site ne prend pas en compte les émissions dites ""non CO2""). Le train TGV est imbattable avec 1,73 g CO2e/km. (source SNCF) et mixte électrique France. A noter que les consommations par km de l’avion sont très variables sur les destinations domestiques de 3,7 à 7 litres aux 100 km. Cela dépend des types d’avions, des distances et du coefficient de remplissage de l'avion.",,,https://eco-calculateur.dta.aviation-civile.gouv.fr/,Calculateur d'émissions de gaz à effet de serre de l'aviation | ecocalc,https://www.oui.sncf/aide/calcul-des-emissions-de-co2-sur-votre-trajet-en-train,,,,,,Restons les pieds sur terre,Matthieu Massart,Validée,2021-01-31,2021-02-01 00:00:00,2021-02-01 00:00:00,"[13, 100]"
911,"Faites vous confiance aux ""éco-calculateurs"" ?",Moitié plein ?,QCM,2,4,Français,50/50,ne sais pas,Oui,Non,a,False,"50/50 La réponse serait plutôt 40 oui / 60 non
Oui pour les distances
Oui pour les consommations
Oui pour le CO2, pour lequel il sépare bien les émissions pour la production et le transport du carburant.
Par contre ils omettent souvent les émissions dites « non CO2 » en vol dont on mesure les influences à travers le forçage radiatif en CO2e pour équivalent. CO2e = CO2 + Non CO2 = 3 x CO2
Ces émissions très difficiles à caractériser ont fait l’objet d’études successives depuis une bonne vingtaine d’années qui ont permis de mieux comprendre les phénomène complexes à 10000 m et -50°C, conditions pas possibles d’étudier en laboratoire.
La dernière étude de sept. 2020 à confirmé la fourchette haute cad CO2e = 3 x CO2.
Dit autrement les éco-calculateurs qui appliquent les recommandations du transport aérien, sont en opposition totale avec les études scientifiques sans apporter aucunes contestations officielles à celles-ci.
Elle les ignore.
Habillement elle mentionne une part infime de CO2e  qui pourrait laisser croire qu’elle s’en soucie.
Autrement dit pour les vols en haute altitude, le compte n’y est pas, il manque juste 66% des émissions.
Voir question 701",,,,,https://www.sciencedirect.com/science/article/pii/S1352231020305689?via%3Dihub,,,,,,Restons les pieds sur terre,,Écartée,2021-01-17,2021-02-01 00:00:00,2021-02-01 00:00:00,"[13, 98, 225]"
912,Quelle est la durée de vie des avions avant prendre leur retraite ?,En baisse,QCM,2,2,Français,10 ans,20 ans,30 ans,50 ans,c,False,"Elle était de 25 à 30 ans,
Et même 50 ans pour le plus vieux Boeing 747 en service, dont plus de 1550 exemplaires ont été livrés, il a fait son 1er vol commercial en 1970 et Boeing fermera la chaine de production en 2022, après avoir transporté plus de 250 millions de passagers.
Un 747 d’AF a atteint 97271 heures de vol en 2000 après 38 ans de service.
mais elle tend à se réduire considérablement, l’A380 n’enregistre plus de commandes depuis 2015 et certaines compagnies anticipent sa retraite en 2020 à peine 12 ans après les premières livraisons.",,,https://www.museeairespace.fr/a-voir-a-faire/activites/boarding-pass/boeing-747/,Boeing 747 - Musée de l'Air et de l'Espace,,,,,,,Restons les pieds sur terre,,Brouillon,2021-01-31,2021-02-01 00:00:00,2021-02-01 00:00:00,"[218, 258]"
913,Copy of à venir,,QCM,2,2,Français,,,,,d,False,,,,,,,,,,,,Restons les pieds sur terre,,Brouillon,2021-01-31,2021-02-01 00:00:00,2021-02-01 00:00:00,[218]
915,Copy of à venir,,QCM,2,2,Français,,,,,d,False,,,,,,,,,,,,Restons les pieds sur terre,,Brouillon,2021-01-31,2021-02-01 00:00:00,2021-02-01 00:00:00,[218]
916,Copy of à venir,,QCM,2,2,Français,,,,,d,False,,,,,,,,,,,,Restons les pieds sur terre,,Brouillon,2021-01-31,2021-02-01 00:00:00,2021-02-01 00:00:00,[218]
917,Copy of à venir,,QCM,2,2,Français,,,,,d,False,,,,,,,,,,,,Restons les pieds sur terre,,Brouillon,2021-01-31,2021-02-01 00:00:00,2021-02-01 00:00:00,[218]
918,Copy of à venir,,QCM,2,2,Français,,,,,d,False,,,,,,,,,,,,Restons les pieds sur terre,,Brouillon,2021-01-31,2021-02-01 00:00:00,2021-02-01 00:00:00,[218]
919,Copy of à venir,,QCM,2,2,Français,,,,,d,False,,,,,,,,,,,,Restons les pieds sur terre,,Brouillon,2021-01-17,2021-01-18 00:00:00,2021-01-18 00:00:00,[218]
920,Copy of à venir,,QCM,2,2,Français,,,,,d,False,,,,,,,,,,,,Restons les pieds sur terre,,Brouillon,2021-01-17,2021-01-18 00:00:00,2021-01-18 00:00:00,[218]
921,"Le glacier d'Aletsch, situé en Suisse, est le plus grand glacier des Alpes. Comment le glacier a-t-il évolué en taille depuis les années 1960 ?",Ce n'est pas un glacier très original,QCM,1,2,Français,il a reculé de 500 m,Il a reculé de 1500 m,Il a reculé de 10 km,Il a avancé de 890 m,b,True,,,,,,,,,,,,Lionel Favier,Matthieu Massart,Brouillon,2021-02-03,2021-02-21 00:00:00,2021-02-21 00:00:00,"[16, 206]"
922,Quel pourcentage des emballages jetés par les ménages sont des emballages alimentaires ?,,QCM,2,2,Français,25%,45%,65%,85%,d,True,"Les emballages alimentaires font partie intégrante de la chaîne de valeur de l’alimentation. Depuis la généralisation du plastique dans les années 60, il est très rare de trouver un produit non emballé dans du plastique (film PET, polyester, etc.). Cette consommation accrue de matière s’est également couplée à une mutation des comportements poussée par la pratique du tout jetable,et ce même pour les autres types d’emballages (carton, verre, aluminium, etc.). C’est ainsi que 85 % des emballages jetés par les ménages sont des emballages alimentaires et que le volume des ordures ménagères des ménages a doublé en France en 40 ans (même si ce dernier diminue depuis maintenant plus de 10 ans).",,,http://multimedia.ademe.fr/animations/alimentation/,Qu'est-ce qu'on fait ?! - Manger mieux,https://nosgestesclimat.fr/actions/plus/alimentation/d%C3%A9chets/vrac,,,,"Infographie ADEME : Mieux manger, moins gaspiller, moins polluer",,Julien Briton,Matthieu Massart,Validée,2021-02-17,2021-02-21 00:00:00,2021-02-21 00:00:00,"[228, 245]"
923,Quelle proportion des poissons pêchés le sont à la limite ou au-delà de leur capacité de régénération ?,,QCM,2,2,Français,7%,33%,60%,93%,d,True,"Malgré le spectre d’océans vides, 33% des poissons sont pêchés au-delà de leur capacité de régénération et environ 60% à la limite, soit un total de 93%. Seuls 7% sont en deçà du seuil de régénération. La pêche trop importante et non sélective et l’augmentation de la consommation contribuent à la surpêche, principale cause de perte de biodiversité marine.",,,https://www.msc.org/fr/nos-actions/les-oceans-en-danger/surpeche-peche-illegale-et-destructrice,"MSC France | Surpêche, pêche illégale et destructrice | Marine Stewardship Council",http://www.fao.org/3/ca9229fr/ca9229fr.pdf,,,,,,Julien Briton,Matthieu Massart,Validée,2021-02-17,2021-02-18 00:00:00,2021-02-18 00:00:00,"[5, 21]"
924,"Parmi les fruits et légumes que nous consommons, combien sont importés ?",,QCM,2,3,Français,1 sur 5,1 sur 4,1 sur 3,1 sur 2,d,True,"L’hyper-sophistication des chaînes d’approvisionnement, la faible autonomie alimentaire, la dépendance aux flux de produits et de main d’œuvre rendent notre système alimentaire particulièrement vulnérable.
C’est quand tout va bien qu’il faut relocaliser et soutenir nos productions locales, afin qu’elles soient opérationnelles quand tout va mal. Qui plus est, ce qui est bon pour la résilience territoriale réduit aussi les impacts sur le climat.",,,https://www.francebleu.fr/emissions/la-minute-conso/la-moitie-des-fruits-et-legumes-sont-importes,La moitié des fruits et légumes sont importés,https://www.franceagrimer.fr/Mediatheque/INFORMATIONS-ECONOMIQUES/FRUITS-ET-LEGUMES/CHIFFRES-ET-BILANS/2020/Les-filieres-fruits-et-legumes-chiffres-cles-2018,,,,FranceAgriMer : Les chiffres clés de la filière fruit & légumes frais et transformés 2018,,Julien Briton,Matthieu Massart,Validée,2021-02-17,2021-02-21 00:00:00,2021-02-21 00:00:00,[5]
925,"La moitié des céréales produites en France est exportée. Dans la moitié qui reste pour le marché français, quelle proportion est destinée à l’alimentation animale ?",,QCM,2,3,Français,20%,40%,60%,80%,c,True,"60% de la production céréalière Française conservée sur le territoire est utilisée pour l’alimentation animale : soit les céréales sont stockées et consommées à la ferme (50 %), soit elles sont utilisées par l'industrie de l'alimentation animale. Certains sous-produits agricoles comme les tourteaux d’oléagineux, le son des céréales ou la pulpe de betteraves sont valorisés pour le bétail. Cependant, que soit sous forme de viande, de laitages ou d'œufs, ils restituent bien moins de calories (et de protéines, dans la plupart des cas) à l’homme que ce qui pourrait être directement utilisé pour nous nourrir. En cas de contraintes sur la production végétale globale, la compétition entre alimentation humaine et alimentation animale se trouverait accentuée.",,,https://www.passioncereales.fr/dossier-thematique/le-march%C3%A9-des-c%C3%A9r%C3%A9ales-fran%C3%A7aises,Le marché des céréales françaises | Passion Céréales,https://resiliencealimentaire.org/,,,,Répartition de la production céréalière française pour la campagne 2019/2020 (hors imports et stocks),,Julien Briton,Matthieu Massart,Validée,2021-02-17,2021-02-21 00:00:00,2021-02-21 00:00:00,"[5, 238, 242]"
926,A quelle empreinte forêt la consommation en œufs et produits laitiers d'un Français représente-t-elle ?,,QCM,2,4,Français,30 m²,60 m²,100 m²,352 m²,b,True,"L’Empreinte Forêt d’un Français est de 352 m², dont 30 m² pour les oeufs et 30 m² pour les produits laitiers (via l'alimentation animale).
La déforestation représente environ 10% des émissions de CO2 à l’échelle mondiale.",,,,,http://envol-vert.org/wp-content/uploads/2018/11/Envol_Vert_Rapport_Empreinte_Foret_Final.pdf,,,,Empreinte forêt moyenne d'un français,,Julien Briton,Matthieu Massart,Validée,2021-02-17,2021-02-21 00:00:00,2021-02-21 00:00:00,"[5, 239]"
927,Imaginons que nous réunissions toutes les vaches du monde dans un même pays. En quelle position ce pays arriverait-il en termes d’émissions de gaz à effet de serre ?,,QCM,1,2,Français,1ère,3ème,5ème,10ème,b,True,"L’élevage représente environ 15% des émissions mondiales de GES : de manière directe avec la fermentation entérique, et indirecte avec la déforestation et les engrais azotés pour produire la nourriture de ces animaux - dont les 2/3 uniquement pour les bovins.",,,https://blogs.mediapart.fr/edition/il-etait-une-fois-le-climat/article/080915/l-elevage-emet-plus-de-gaz-effet-de-serre-que-les-transports,L’élevage émet plus de gaz à effet de serre que les transports — Le Club,http://www.fao.org/3/a-i6345f.pdf,,,,,,Julien Briton,Matthieu Massart,Validée,2021-02-17,2021-02-21 00:00:00,2021-02-21 00:00:00,"[5, 242]"
928,Dans quelle proportion les Français s'approvisionnent-ils dans les grandes surfaces pour leurs produits alimentaires ?,,QCM,2,2,Français,35%,55%,75%,95%,c,True,"En France, la grande distribution représente les trois quarts des dépenses de produits alimentaires. Les circuits courts, eux, ne représentent que 6 à 7%.
Une crise énergétique soudaine aurait des impacts immédiats majeurs sur le système alimentaire. L’approvisionnement de la population repose très majoritairement sur les poids lourds, la grande distribution, les véhicules utilitaires de livraison et la voiture individuelle. Le système de production et de distribution fonctionne en flux tendu et ne dispose par conséquent que de très peu de stocks. Une perturbation des transports routiers peut rapidement compromettre localement ou plus largement la sécurité alimentaire.",,,https://www.lefigaro.fr/conso/2014/12/12/05007-20141212ARTFIG00012-grande-surface-petit-commerce-internet-o-les-francais-font-ils-leurs-courses.php,"Grande surface, petit commerce, Internet : où les Français font-ils leurs courses ?",https://www.franceagrimer.fr/fam/content/download/56762/document/A4_vdef_%C3%A9volution%20d%C3%A9penses%20alimentaires%20m%C3%A9nages%20circuits%20distrib%202008_2017.pdf?version=4,,,,,,Julien Briton,Matthieu Massart,Validée,2021-02-18,2021-02-21 00:00:00,2021-02-21 00:00:00,"[1, 5, 240, 241]"
929,"A l’échelle mondiale, quelle partie des surfaces agricoles est occupée par l'élevage ?",,QCM,2,1,Français,17%,37%,57%,77%,d,True,"L'élevage représente 77% des surfaces agricoles utilisées, que cela soit via les pâturages (87%) ou via les cultures à destination de l'alimentation animale (13%). L'INRAE estime que la part optimale de protéines d'origine animale dans nos régimes serait entre 15 et 30% pour limiter la surface cultivée nécessaire pour nourrir la population, les animaux valorisant les coproduits des cultures à destination de l'alimentation humaine. Selon la FAO, la part actuelle dans les pays développés est de 56%.
",,,https://blog.mondediplo.net/2012-06-21-Quand-l-industrie-de-la-viande-devore-la-planete,"Quand l'industrie de la viande dévore la planète, par Agnès Stienne (Les blogs du Diplo, 21 juin 2012)",http://www.fao.org/3/i0680f/i0680f.pdf,,"Source INRAE : https://www.inrae.fr/actualites/infographie-elevage-occupation-terres
Source FAO : http://www.fao.org/3/a0701e/a0701e11.pdf",,"29% de la planète est occupée par des terres, dont 71% de cette surface terrestre est habitable. La surface habitable elle, est dédiée à 50% à l'agriculture.",,Julien Briton,Matthieu Massart,Validée,2021-02-18,2021-02-21 00:00:00,2021-02-21 00:00:00,"[17, 242]"
930,"Parmi ces quatre propositions, laquelle ne représente PAS un enjeu majeur direct vis-à-vis de la santé humaine ?",,QCM,8,1,Français,L’utilisation d’antibiotiques dans les élevages,L’épandage de pesticides sur les cultures,La consommation de produits ultra-transformés,La prépondérance des achats en grandes surfaces,d,True,"L'utilisation d'antibiotiques joue sur les résistances microbiennes. A l’échelle mondiale, ces dernières seraient responsables de 700,000 morts par an. Les maladies infectieuses d’origine bactériennes pourraient redevenir en 2050 une des premières causes de mortalité dans le monde, en provoquant jusqu’à 10 millions de morts par an.
Concernant les pesticides, si les études épidémiologiques menées chez des travailleurs exposés à des doses plus élevées et façon plus fréquente attestent du danger, les scientifiques ne peuvent pas affirmer qu'il y a un risque pour la population générale. En outre, certains pesticides possèdent aussi des effets perturbateurs endocriniens, effets qui ne dépendent pas de la dose.
Enfin, la consommation de produits ultra-transformés peut induire de nombreux risques sur la santé, notamment sur les maladies cardiovasculaire ",,,https://www.sciencesetavenir.fr/sante/resistance-aux-antbiotiques-1-deces-toutes-les-3-secondes-en-2050_28034,Résistance aux antbiotiques : 1 décès toutes les 3 secondes en 2050 - Sciences et Avenir,https://solidarites-sante.gouv.fr/sante-et-environnement/risques-microbiologiques-physiques-et-chimiques/pesticides/article/effets-sur-la-sante-d-une-exposition-a-des-pesticides,,source : https://presse.inserm.fr/en/consommation-daliments-ultra-transformes-et-risque-de-maladies-cardiovasculaires/35086/,,,,Julien Briton,Matthieu Massart,Validée,2021-02-18,2021-02-19 00:00:00,2021-02-19 00:00:00,[243]
931,"L'accord de Paris de 2015 issu de la COP21 engage les pays à réduire les émissions de gaz à effet de serre. Oui, mais, mesurées comment ?",,QCM-RM,2,1,Français,En inventaire national,En empreinte carbone,En émissions du territoire plus les importations moins les exportations,En émissions du territoire,ad,False,"L'accord de Paris signé le 12 décembre 2015 et ratifié par près de 190 Etats vise à tout faire pour limiter la hausse de température en 2100 par rapport à la période pré-industrielle bien en dessous de +2°C et à faire le maximum pour se rapprocher de 1,5°C. 
Pour ce faire les états rapportent régulièrement les émissions de leur territoire   (via les 'contributions déterminées au niveau national'). Il s'agit donc d'inventaire national (réponse a) ou autrement dit, d'émissions faites sur le territoire (réponse d). Cette façon de faire évite les doubles comptages.
Une autre façon de compter les émissions est d'utiliser l'empreinte carbone qui est la somme des émissions du territoire et des importations auxquelles on soustrait les exportations. Mais réalisé par tous les pays, ce système génèrerait des doubles comptes de gaz à effet de serre. Il est pourtant très utile pour prendre conscience de l'impact de nos modes de vie occidentaux qui génèrent beaucoup d'émissions lointaines (ex : importation de beaucoup de biens de consommation tels que électronique, habillement, etc.).",,,,,https://unfccc.int/fr/process-and-meetings/l-accord-de-paris/qu-est-ce-que-l-accord-de-paris,,,,,,FJG,Matthieu Massart,Validée,2021-11-22,2021-02-21 00:00:00,2021-02-21 00:00:00,"[72, 198]"
932,Quelle est la part des importations dans l'empreinte carbone d'un Français (en 2016) ?,,QCM,2,3,Français,16%,51%,62%,74%,b,True,"Quand on parle émissions de gaz à effet de serre, on mélange et confond souvent deux notions : les émissions depuis le territoire - que l'on appelle Inventaire national - et les émissions qui tiennent compte des importations (en plus) et des exportations (en moins) - que l'on appelle empreinte carbone. Cette dernière est à l'image de nos modes de vie puisqu'une grande partie des objets que l'on utilise sont fabriqués à l'étranger et importés, donc invisibles dans l'inventaire national mais comptabilisés dans l'empreinte carbone. En 2016, 51% de l'empreinte carbone est due aux importations.",,,,,https://ree.developpement-durable.gouv.fr/themes/defis-environnementaux/changement-climatique/empreinte-carbone/article/l-empreinte-carbone-de-la-france#label_onglet818,,,,,,FJG,Matthieu Massart,Validée,2021-11-22,2021-02-21 00:00:00,2021-02-21 00:00:00,"[72, 198]"
933,Quelle est la part des services publics dans l'empreinte carbone moyenne d'un Français ?,,QCM,1,4,Français,"0,5t CO2e","1,1t CO2e","1,5t CO2e",3t CO2e,b,True,"On parle ici des émissions de gaz à effet de serre des infrastructures que l'on mutualise (hôpitaux, écoles, universités, laboratoires de recherche, etc.) ainsi que de la mobilité, l'alimentation... des fonctionnaires (Etat, collectivités, santé). Ce total est ensuite rapporté à la population. Ce n'est pas incompressible, des leviers existent pour le réduire, comme développé dans le lien ci-dessous.",,,https://bonpote.com/empreinte-carbone-des-services-publics/,Empreinte carbone des Services Publics,https://ree.developpement-durable.gouv.fr/themes/defis-environnementaux/changement-climatique/empreinte-carbone/article/l-empreinte-carbone-de-la-france,,,,Décomposition de l’empreinte carbone par poste de consommation en 2016,,FJG,Matthieu Massart,Validée,2021-11-22,2021-02-21 00:00:00,2021-02-21 00:00:00,[72]
934,De combien la température moyenne sur Terre s'est-elle réchauffée depuis l'ère préindustrielle ?,,QCM,1,1,Français,+1°C,+1.2°C,+1.5°C,+2°C,a,False,ca s'est réchauffé de 1°C en moyenne,,,,,,,,,,,JBD,,Écartée,2021-02-19,2021-02-21 00:00:00,2021-02-21 00:00:00,"[51, 98]"
935,Quelle est l'empreinte carbone par personne des 1% les plus riches en France ?,,QCM,1,3,Français,9t CO2e,12t CO2e,42t CO2e,56t CO2e,d,True,"Il existe de fortes disparités entre personnes au niveau de l'empreinte carbone. Dans un monde où plus de 80% de l'énergie utilisée est d'origine fossile, plus on gagne d'argent plus on a tendance à avoir une empreinte carbone importante.
A l'échelle française ou européenne, les 1% les plus riches émettent 56 tonnes de CO2 équivalent par an et par personne, contre une moyenne nationale autour de 9 à 10 tonnes. Les chiffes sont du même ordre si on pose la question à l'échelle européenne.
La cible pour respecter l'accord de Paris est d'ici à 2050 d'atteindre moins de 2 tonnes de CO2e par an et par personne.",,,,,https://www.cambridge.org/core/journals/global-sustainability/article/unequal-distribution-of-household-carbon-footprints-in-europe-and-its-link-to-sustainability/F1ED4F705AF1C6C1FCAD477398353DC2,,,,"Distribution de l'empreinte carbone en Europe en fonction des revenus : top 1%, top 10%, 40% du milieu, 50% les plus pauvres, 5% les plus pauvres. En tCO2e par personne et par an",,FJG,Matthieu Massart,Validée,2021-11-22,2021-02-21 00:00:00,2021-02-21 00:00:00,"[31, 72]"
936,How many oil barrels do we consume every day in the world ? 1 barrel = 159 l,,QCM,5,2,English,"100,000",100 million,1 million,1 billion,c,True,"100 million barrels per day, i.e. 1 billion years of human labor (in 'energy slave' equivalent), every day! Or over a trillion humans working for us every day ...This equates the volume of two olympic pools every single minute.",,https://www.youtube.com/embed/02x5UuV898c,https://www.arcenergyinstitute.com/100-million-barrels-per-day/,,https://en.wikipedia.org/wiki/Energy_slave,,,,,,Max Pinsard,Matthieu Massart,Validée,2021-03-15,2021-03-17 00:00:00,2021-03-17 00:00:00,[11]
937,"100 billion additional tons of material are used by the economy each year. Assuming circularity processes were perfect, what part of it could be reinjected as raw material?","Circularity designates the reuse of ""waste"" (at the end of the chain) as raw material (beginning of the chain)",QCM,7,3,English,10%,33%,50%,99%,b,True,"1/3 of this material is emitted or dispersed and is therefore not recoverable, and another third is simply immobilized for a certain time in buildings, objects…The theoretical limit is therefore 33%. However, as recycling and recovery are far from perfect, the circularity rate of economy was only 8.5% in 2020. This limit shows that efforts to make the economy more circular are far from sufficient to make our societies sustainable. Laws of physic are one reason for it, another being the human desire for inifinite growth, which requires increasingly large supply chains.",,,https://solar.lowtechmagazine.com/2020/01/how-circular-is-the-circular-economy.html,,https://www.circularity-gap.world/global,,,,,,Max Pinsard,Matthieu Massart,Validée,2021-03-15,2021-03-17 00:00:00,2021-03-17 00:00:00,[232]
938,What share of the annual production of plastic truly gets recycled (in closed cycle)?,,QCM,2,2,English,0.01%,0.1%,2%,20%,c,True,"Currently, 7-8% of plastic is recycled - a mere 1% when cumulating since 1950. When so,  it gets transformed in 80% of cases into ""thermoset"", a non-recyclable plastic. This hence only delays a little bit the ultimate production of waste. So, less than 2% of plastic is effectively processed in a closed cycle, and the theoretical limit could be around 20%.",,,https://theconversation.com/think-all-your-plastic-is-being-recycled-new-research-shows-it-can-end-up-in-the-ocean-155208,Think all your plastic is being recycled? New research shows it can end up in the ocean,http://www.environnement.brussels/sites/default/files/user_files/pres_20150326_mat_1_4ptat_fr.pdf,,,,https://ourworldindata.org/plastic-pollution,,Max Pinsard,Matthieu Massart,Validée,2021-03-15,2021-03-17 00:00:00,2021-03-17 00:00:00,[26]
939,"Among the microplastics found in the ocean, what part comes from the degradation of plastic debris ?",Microplastics are the small particles (<5mm) of plastic that are dispersed in the environment.,QCM,3,3,English,1-2%,10-20%,60-80%,95-99%,c,True,"The degradation of (macro) plastic debris produces secondary microplastics, which make up 60-80% of the microplastic measured in the oceans.
The rest are primary microplastics, coming from direct releases: 1/3 comes from vehicle tires, 1/3 of synthetic textiles, 1/3 of various uses (city ""dust""). The (natural) rubber could also be added. 1.5 million tons per year are thus added to the oceans, and thus add up to secondary microplastics. This microplastic is almost irrecoverable, as is the ~ 10% of plastic debris that has sunk to the bottom of the oceans (only 50,000 tons of the 8 Mt of debris added each year (0.6%) would remain on the surface, the rest being rejected on the shores (~ 90%)). The ""cleaning"" of the oceans is therefore more complicated than it looks.",,,https://www.iucn.org/content/primary-microplastics-oceans,,https://iopscience.iop.org/article/10.1088/1748-9326/ab7836,,,,,,Max Pinsard,Matthieu Massart,Validée,2021-03-15,2021-03-22 00:00:00,2021-03-22 00:00:00,"[9, 26]"
940,What limits metal recycling?,,QCM,7,2,English,"They are 100% recyclable, but are not sufficiently collected in the end-of-life part of the value chain.","It is cheaper to mine raw metals than to recycle them, but when stocks run out, recycling will take off.","Dispersive uses, complex alloys, separation processes, losses at the source.",Many metals are not physically recyclable.,c,False,"All metals are theoretically 100% recyclable. While it is easy to recycle bulky metals used in large volumes (aluminum, iron, etc.) by remelting them, others are however used in tiny quantities in various devices (electronics for gold and palladium for example), or in the form of alloys. This greatly limits recycling. There are losses at every step of the process nd some uses are dispersive by their very nature: inks, paint pigments, cosmetics... It is indeed sometimes more difficult and less profitable to recycle than to mine for the moment, and that will probably last for a while since many use of metals do not take into account recycling considerations.",,,https://www.resourcepanel.org/reports/metal-recycling,Metal Recycling | Resource Panel,https://science.sciencemag.org/content/337/6095/690,,,,,,Max Pinsard,Matthieu Massart,Validée,2021-03-15,2021-03-17 00:00:00,2021-03-17 00:00:00,"[17, 36, 235]"
941,"In average, what share of metals - such as cadmium, cobalt, tin, lead - end up in dispersive use (i.e. micro- or nanoparticles)?",,QCM,7,3,English,neglectable,1-2%,10-15%,80-90%,c,True,"The dispersive uses of these metals are evaluated at 10-15% of the total mass used (pigments, additives, etc.), but can reach much higher proportions for some (95% for titanium!). There is also a huge variety according to the usages (eg: catalytic converters releasing particles of platinum, colbalt, zinc ...).",,,,,https://pubs.acs.org/doi/abs/10.1021/es505515z,,"The Age of Low Tech, Philippe Bihouix",,,,Max Pinsard,Matthieu Massart,Validée,2021-03-15,2021-03-23 00:00:00,2021-03-23 00:00:00,"[36, 235]"
942,What is the infrastructure inertia?,,QCM,2,3,English,"The tendency for technological improvement to increase the total impact, as this technology is increasingly used.",Stationary infrastructure is easier to decarbonize than mobile sources of emissions such as vehicles,The latency and cost incurred in energy / materials to replace the existing structures with their more eco-friendly counterparts.,Strong corporate oppositions make ecological footprint of infrastructure difficult to regulate,c,False,"When one wants to replace a technology with its less polluting version, a significant limitation is that a whole fleet is already well deployed. Replacing it requires an enormous amount of (embodied) energy and materials, as well as a huge amount of time. This is true for the object itself, but also for the entire production / distribution / end-of-life chain: you have to know what to do with the technologies you replace that are now obsolete. This ""infrastructure inertia"" is thus a scaling limitation.",,,https://bristoluniversitypress.co.uk/the-age-of-low-tech,"Bristol University Press | The Age of Low Tech - Towards a Technologically Sustainable Civilization, By Philippe Bihouix",https://link.springer.com/article/10.1007/s10584-011-0268-5,,,,,,Max Pinsard,Matthieu Massart,Validée,2021-03-15,2021-03-17 00:00:00,2021-03-17 00:00:00,[255]
